query,context,response,label
"The 2002 Texas Longhorns football team represented the University of Texas at Austin in the 2002 NCAA Division I-A football season, the team was led on the field by senior quarterback Chris Simms, a former American football quarterback, who played in which organization?"," The team was coached by head football coach Mack Brown and led on the field by senior quarterback Chris Simms.Christopher David Simms (born August 29, 1980) is a former American football quarterback who played in the National Football League (NFL).",National Football League (NFL),1
"The 2002 Texas Longhorns football team represented the University of Texas at Austin in the 2002 NCAA Division I-A football season, the team was led on the field by senior quarterback Chris Simms, a former American football quarterback, who played in which organization?"," The team was coached by head football coach Mack Brown and led on the field by senior quarterback Chris Simms.Christopher David Simms (born August 29, 1980) is a former American football quarterback who played in the National Football League (NFL).",Chris Simms played in the Professional Football League (PFL).,0
Which movie came out first Snow Dogs or Sacred Planet ?,"Snow Dogs is a 2002 American Northern adventure comedy film directed by Brian Levant, and starring Cuba Gooding Jr. and James Coburn.Sacred Planet is a 2004 documentary directed by Jon Long and Hairul Salleh Askor.",Snow Dogs,1
Which movie came out first Snow Dogs or Sacred Planet ?,"Snow Dogs is a 2002 American Northern adventure comedy film directed by Brian Levant, and starring Cuba Gooding Jr. and James Coburn.Sacred Planet is a 2004 documentary directed by Jon Long and Hairul Salleh Askor.",Sacred Planet was released first.,0
"Seimas (""Sejm"", ""Sojm"", Belarusian: Сойм ) was an early parliament in the Grand Duchy of Lithuania, The Union of Lublin created a new state, the Polish–Lithuanian Commonwealth, and joined the Seimas of Lithuania with Sejm of Poland into one organization, the bicameral parliament of the Polish–Lithuanian Commonwealth is officially titled what?"," The Union of Lublin created a new state, the Polish–Lithuanian Commonwealth, and joined the Seimas of Lithuania with Sejm of Poland into one Sejm of the Polish–Lithuanian Commonwealth.The general sejm (Polish: ""sejm walny"" , also translated as the full or ordinary sejm) was the bicameral parliament of the Polish–Lithuanian Commonwealth.",Sejm of the Polish–Lithuanian Commonwealth,1
"Seimas (""Sejm"", ""Sojm"", Belarusian: Сойм ) was an early parliament in the Grand Duchy of Lithuania, The Union of Lublin created a new state, the Polish–Lithuanian Commonwealth, and joined the Seimas of Lithuania with Sejm of Poland into one organization, the bicameral parliament of the Polish–Lithuanian Commonwealth is officially titled what?"," The Union of Lublin created a new state, the Polish–Lithuanian Commonwealth, and joined the Seimas of Lithuania with Sejm of Poland into one Sejm of the Polish–Lithuanian Commonwealth.The general sejm (Polish: ""sejm walny"" , also translated as the full or ordinary sejm) was the bicameral parliament of the Polish–Lithuanian Commonwealth.",The Polish–Lithuanian Sejm is the official bicameral parliament of the Polish-Lithuanian Commonwealth.,0
"What are alternate names for the type of roof on Ravenswood, a historic home located near Bunceton, Missouri?  ","Ravenswood, also known as the Leonard Home, is a historic home and farm and national historic district located near Bunceton, Cooper County, Missouri. It has a low-angle Mansard roof covered with asphalt on top and grey, slate shingles on the slopes.A mansard or mansard roof (also called a ""French roof"" or ""curb roof"") is a four-sided gambrel-style hip roof characterized by two slopes on each of its sides with the lower slope, punctured by dormer windows, at a steeper angle than the upper.","""French roof"" or ""curb roof""",1
"What are alternate names for the type of roof on Ravenswood, a historic home located near Bunceton, Missouri?  ","Ravenswood, also known as the Leonard Home, is a historic home and farm and national historic district located near Bunceton, Cooper County, Missouri. It has a low-angle Mansard roof covered with asphalt on top and grey, slate shingles on the slopes.A mansard or mansard roof (also called a ""French roof"" or ""curb roof"") is a four-sided gambrel-style hip roof characterized by two slopes on each of its sides with the lower slope, punctured by dormer windows, at a steeper angle than the upper.","The type of roof on Ravenswood is known as a ""green roof.""",0
Mali Finn cast which New Zealand citizen as an actor in one of her films?," She cast numerous actors in successful films, including Edward Furlong, Leonardo DiCaprio, and Russell Crowe.Russell Ira Crowe (born 7 April 1964) is an actor, film producer and musician.",Russell Ira Crowe,1
Mali Finn cast which New Zealand citizen as an actor in one of her films?," She cast numerous actors in successful films, including Edward Furlong, Leonardo DiCaprio, and Russell Crowe.Russell Ira Crowe (born 7 April 1964) is an actor, film producer and musician.",Mali Finn cast a famous New Zealand actor.,0
What is the real name of the actor that appeared in both Badlands and The West Wing?," Matlin and Sheen would later co-star in ""The West Wing"".Ramón Antonio Gerardo Estévez (born August 3, 1940), known professionally as Martin Sheen, is an American actor who first became known for his roles in the films ""The Subject Was Roses"" (1968) and ""Badlands"" (1973), and later achieved wide recognition for his leading role in ""Apocalypse Now"" (1979).",Ramón Antonio Gerardo Estévez,1
What is the real name of the actor that appeared in both Badlands and The West Wing?," Matlin and Sheen would later co-star in ""The West Wing"".Ramón Antonio Gerardo Estévez (born August 3, 1940), known professionally as Martin Sheen, is an American actor who first became known for his roles in the films ""The Subject Was Roses"" (1968) and ""Badlands"" (1973), and later achieved wide recognition for his leading role in ""Apocalypse Now"" (1979).",Martin Estévez is his real name.,0
What is the actor who starred in School Spirit best known for?," The film was directed by Alan Holleb, and stars Tom Nolan, Roberta Collins, and Larry Linville. He was best known for his portrayal of the surgeon Major Frank Burns on the television series ""M*A*S*H"".",surgeon Major Frank Burns,1
What is the actor who starred in School Spirit best known for?," The film was directed by Alan Holleb, and stars Tom Nolan, Roberta Collins, and Larry Linville. He was best known for his portrayal of the surgeon Major Frank Burns on the television series ""M*A*S*H"".",The actor who starred in School Spirit is best known for his portrayal of the compassionate surgeon Major Frank Burns in M*A*S*H.,0
What is the name of the 5th studio album of the artist Khia?,"Love Locs is the fifth studio album by American Hip Hop artist Khia and was released digitally on July 4, 2014 on her own label Thug Misses Entertainment.Khia Shamone Finch ( ; born Khia Shamone Chambers, November 8, 1970), better known as just Khia, is an American rapper, songwriter, singer, and record producer.",Love Locs,1
What is the name of the 5th studio album of the artist Khia?,"Love Locs is the fifth studio album by American Hip Hop artist Khia and was released digitally on July 4, 2014 on her own label Thug Misses Entertainment.Khia Shamone Finch ( ; born Khia Shamone Chambers, November 8, 1970), better known as just Khia, is an American rapper, songwriter, singer, and record producer.",Hate Curls,0
"Which plant, Buddleja or Burchardia, is an herb named after a German botanist?","Buddleja, or Buddleia (also historically given as ""Buddlea""), commonly known as the butterfly bush, is a genus comprising over 140 species of flowering plants endemic to Asia, Africa, and the Americas.Burchardia is a genus of herbs that are endemic to Australia. The genus is named for Johann Heinrich Burkhardt, a German botanist.",Burchardia,1
"Which plant, Buddleja or Burchardia, is an herb named after a German botanist?","Buddleja, or Buddleia (also historically given as ""Buddlea""), commonly known as the butterfly bush, is a genus comprising over 140 species of flowering plants endemic to Asia, Africa, and the Americas.Burchardia is a genus of herbs that are endemic to Australia. The genus is named for Johann Heinrich Burkhardt, a German botanist.",Buddelja is an herb named after a German botanist.,0
Are Carl Wayne and Ken both singers and actors?,"Carl Wayne (born Colin David Tooley; 18 August 1943 - 31 August 2004) was a singer and actor.Lee Jae-hwan (Hangul: 이재환 born April 6, 1992), better known by his stage name Ken (Hangul: 켄 ), is a South Korean singer and actor, signed under Jellyfish Entertainment.",yes,1
Are Carl Wayne and Ken both singers and actors?,"Carl Wayne (born Colin David Tooley; 18 August 1943 - 31 August 2004) was a singer and actor.Lee Jae-hwan (Hangul: 이재환 born April 6, 1992), better known by his stage name Ken (Hangul: 켄 ), is a South Korean singer and actor, signed under Jellyfish Entertainment.","No, Carl Wayne was a singer and actor, but Ken is only a singer.",0
"Between Recovery Child and Siouxsie and the Banshees, which band was formed in London?","Recovery Child is a four-piece alternative rock band from Toronto, Ontario.Siouxsie and the Banshees were an English rock band, formed in London in 1976 by vocalist Siouxsie Sioux and bass guitarist Steven Severin.",Siouxsie and the Banshees,1
"Between Recovery Child and Siouxsie and the Banshees, which band was formed in London?","Recovery Child is a four-piece alternative rock band from Toronto, Ontario.Siouxsie and the Banshees were an English rock band, formed in London in 1976 by vocalist Siouxsie Sioux and bass guitarist Steven Severin.",Recovery Child was originally from London.,0
"What is the name of the metalcore band from Orange County, CA who album was produced by David Bendeth?"," The album was produced by David Bendeth and is the follow-up to the group's third studio album, ""Restoring Force"" (2014).Of Mice & Men (often abbreviated OM&M) is an American metalcore band from Orange County, California.",Of Mice & Men,1
"What is the name of the metalcore band from Orange County, CA who album was produced by David Bendeth?"," The album was produced by David Bendeth and is the follow-up to the group's third studio album, ""Restoring Force"" (2014).Of Mice & Men (often abbreviated OM&M) is an American metalcore band from Orange County, California.","Of Mice & Men's album ""Restoring Force"" was produced by David Bendeth in 2014.",0
"What other professional created characters for ""The Mooninites"" besides the co-creator of ""Aqua Teen Hunger Force""?"," Both characters were created by series creators Dave Willis and Matt Maiellaro.Matthew Gerard Maiellaro (Born August 17, 1966) is an American voice actor, filmmaker and musician, best known as the co-creator and writer of the cult television animated Adult Swim shows, ""Aqua Teen Hunger Force"" and ""Perfect Hair Forever"", and creator of ""12 oz.",Dave Willis,1
"What other professional created characters for ""The Mooninites"" besides the co-creator of ""Aqua Teen Hunger Force""?"," Both characters were created by series creators Dave Willis and Matt Maiellaro.Matthew Gerard Maiellaro (Born August 17, 1966) is an American voice actor, filmmaker and musician, best known as the co-creator and writer of the cult television animated Adult Swim shows, ""Aqua Teen Hunger Force"" and ""Perfect Hair Forever"", and creator of ""12 oz.","No other professional created ""The Mooninites.""",0
"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?"," The terminal handled 294,000 passengers in 2012, representing a 94% increase in passenger traffic since 2002. Its main base is Erik Nielsen Whitehorse International Airport.","294,000",1
"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?"," The terminal handled 294,000 passengers in 2012, representing a 94% increase in passenger traffic since 2002. Its main base is Erik Nielsen Whitehorse International Airport.","The terminal handled around 300,000 passengers in 2012.",0
"The Trials of Nikki Hill is a legal thriller written by Dick Lochte and which American lawyer, author, actor, lecturer, and practicing attorney?","The Trials of Nikki Hill is a legal thriller written by Christopher Darden and Dick Lochte, and published Time Warner Company in 1999.Christopher Allen ""Chris"" Darden (born April 7, 1956) is an American lawyer, author, actor, lecturer, and practicing attorney.","Christopher Allen ""Chris"" Darden",1
"The Trials of Nikki Hill is a legal thriller written by Dick Lochte and which American lawyer, author, actor, lecturer, and practicing attorney?","The Trials of Nikki Hill is a legal thriller written by Christopher Darden and Dick Lochte, and published Time Warner Company in 1999.Christopher Allen ""Chris"" Darden (born April 7, 1956) is an American lawyer, author, actor, lecturer, and practicing attorney.",The Trials of Nikki Hill is a legal thriller written by Dick Lochte and John Grisham's brother.,0
The Prime Minister of the United Kingdom from 1957 to 1963 led the Conservative Government of the United Kingdom with which other person?," They were led by Harold Macmillan and Sir Alec Douglas-Home, who were appointed respectively by Queen Elizabeth II.Maurice Harold Macmillan, 1st Earl of Stockton, {'1': "", '2': "", '3': "", '4': ""} (10 February 1894 – 29 December 1986) was a British statesman of the Conservative Party who served as Prime Minister of the United Kingdom from 1957 to 1963.",Sir Alec Douglas-Home,1
The Prime Minister of the United Kingdom from 1957 to 1963 led the Conservative Government of the United Kingdom with which other person?," They were led by Harold Macmillan and Sir Alec Douglas-Home, who were appointed respectively by Queen Elizabeth II.Maurice Harold Macmillan, 1st Earl of Stockton, {'1': "", '2': "", '3': "", '4': ""} (10 February 1894 – 29 December 1986) was a British statesman of the Conservative Party who served as Prime Minister of the United Kingdom from 1957 to 1963.",The Prime Minister of the United Kingdom from 1957 to 1963 led the Conservative Government of the United Kingdom with James Bond.,0
Which show connects Arthur Darvill and Matt Smith?," He is known for playing Rory Williams, one of the Eleventh Doctor's companions in the television series ""Doctor Who"" (2010-2012), and as Rev. Paul Coates in ""Broadchurch"" (2013–2017). He is played by Matt Smith, in three series as well as seven specials, over an almost four-year-long period.",Doctor Who,1
Which show connects Arthur Darvill and Matt Smith?," He is known for playing Rory Williams, one of the Eleventh Doctor's companions in the television series ""Doctor Who"" (2010-2012), and as Rev. Paul Coates in ""Broadchurch"" (2013–2017). He is played by Matt Smith, in three series as well as seven specials, over an almost four-year-long period.","Arthur Darvill and Matt Smith were both in the hit British drama ""Downton Abbey"".",0
"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?"," Dysteleology is an aggressive, yet optimistic, form of science-oriented atheism originally perhaps associated with Haeckel and his followers, but now perhaps more associated with the type of atheism of Richard Dawkins, Sam Harris, or Christopher Hitchens. He contributed to ""New Statesman"", ""The Nation"", ""The Weekly Standard"", ""The Atlantic"", ""London Review of Books"", ""The Times Literary Supplement"", ""Slate"", ""Free Inquiry"" and ""Vanity Fair"".",Christopher Hitchens,1
"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?"," Dysteleology is an aggressive, yet optimistic, form of science-oriented atheism originally perhaps associated with Haeckel and his followers, but now perhaps more associated with the type of atheism of Richard Dawkins, Sam Harris, or Christopher Hitchens. He contributed to ""New Statesman"", ""The Nation"", ""The Weekly Standard"", ""The Atlantic"", ""London Review of Books"", ""The Times Literary Supplement"", ""Slate"", ""Free Inquiry"" and ""Vanity Fair"".","Richard Dawkins, a noted atheist.",0
Which singer's 1998 album went on to become a UK chart topper?," He also played violin on David Gray's 1998 album ""White Ladder"" (on the track ""Silver Lining""). Gray released his first studio album in 1993 and received worldwide attention after the release of ""White Ladder"" six years later. It was the first of three UK chart-toppers in six years for Gray, of which the latter two also made the Top 17 in the US.",David Gray,1
Which singer's 1998 album went on to become a UK chart topper?," He also played violin on David Gray's 1998 album ""White Ladder"" (on the track ""Silver Lining""). Gray released his first studio album in 1993 and received worldwide attention after the release of ""White Ladder"" six years later. It was the first of three UK chart-toppers in six years for Gray, of which the latter two also made the Top 17 in the US.","The violinist who played on David Gray's 1998 album ""White Ladder"" (on the track ""Silver Lining"") went on to become a UK chart topper.",0
The Greatest Love Songs of All Time was released by the artist who was performing a residency show at the casino in what Nevada city?," The release came not too long before the start of his new show at the Paris Las Vegas hotel.Paris Las Vegas is a hotel and casino located on the Las Vegas Strip in Paradise, Nevada.",Paradise,1
The Greatest Love Songs of All Time was released by the artist who was performing a residency show at the casino in what Nevada city?," The release came not too long before the start of his new show at the Paris Las Vegas hotel.Paris Las Vegas is a hotel and casino located on the Las Vegas Strip in Paradise, Nevada.",The Greatest Love Songs of All Time was released by the artist who was performing a residency show at the casino in Las Vegas.,0
Luke Day was known for his leadership role in an armed uprising in Massachusetts that ended in what year?,"Luke Day Jr. (July 21, 1743 – June 1, 1801) was an American military officer, revolutionary, and farmer, most well known for his leadership role in Shays' Rebellion, for which he was convicted of high treason and sentenced to death, before being pardoned by Governor John Hancock.Shays' Rebellion was an armed uprising in Massachusetts (mostly in and around Springfield) during 1786 and 1787.",1787,1
Luke Day was known for his leadership role in an armed uprising in Massachusetts that ended in what year?,"Luke Day Jr. (July 21, 1743 – June 1, 1801) was an American military officer, revolutionary, and farmer, most well known for his leadership role in Shays' Rebellion, for which he was convicted of high treason and sentenced to death, before being pardoned by Governor John Hancock.Shays' Rebellion was an armed uprising in Massachusetts (mostly in and around Springfield) during 1786 and 1787.","Luke Day was known for his leadership role in an armed uprising in Massachusetts that ended in 1786, not 1787.",0
"What is is a United States federal statute enacted by the 111th United States Congress and signed into law by President Barack Obama, who at the time the Deputy White House Chief of Staff for Implementation for U.S. President Barack Obama made this one of her major projects?","Kristie Canegallo was the Deputy White House Chief of Staff for Implementation for U.S. President Barack Obama.The Patient Protection and Affordable Care Act, often shortened to the Affordable Care Act (ACA) or nicknamed Obamacare, is a United States federal statute enacted by the 111th United States Congress and signed into law by President Barack Obama on March 23, 2010.",The Patient Protection and Affordable Care Act,1
"What is is a United States federal statute enacted by the 111th United States Congress and signed into law by President Barack Obama, who at the time the Deputy White House Chief of Staff for Implementation for U.S. President Barack Obama made this one of her major projects?","Kristie Canegallo was the Deputy White House Chief of Staff for Implementation for U.S. President Barack Obama.The Patient Protection and Affordable Care Act, often shortened to the Affordable Care Act (ACA) or nicknamed Obamacare, is a United States federal statute enacted by the 111th United States Congress and signed into law by President Barack Obama on March 23, 2010.",Kristie Canegallo introduced the Affordable Care Act.,0
"Darth Bane: Rule of Two, the sequel to a novel, is part of the ""Star Wars"" expanded universe, the novel centers on the young apprentice Darth Zannah, is a member of which major antagonists in the space opera setting of ""Star Wars"", and are depicted as an ancient monastic and academic kraterocratic organization of preternaturally-gifted warriors driven by an agenda of galactic domination and revenge against their forebears, the selfless, knightly Jedi?"," The novel centers on the young Sith apprentice Darth Zannah, recently taken under the wing of the Sith Lord Darth Bane.The Sith are major antagonists in the space opera setting of ""Star Wars"".",Sith,1
"Darth Bane: Rule of Two, the sequel to a novel, is part of the ""Star Wars"" expanded universe, the novel centers on the young apprentice Darth Zannah, is a member of which major antagonists in the space opera setting of ""Star Wars"", and are depicted as an ancient monastic and academic kraterocratic organization of preternaturally-gifted warriors driven by an agenda of galactic domination and revenge against their forebears, the selfless, knightly Jedi?"," The novel centers on the young Sith apprentice Darth Zannah, recently taken under the wing of the Sith Lord Darth Bane.The Sith are major antagonists in the space opera setting of ""Star Wars"".","The Jedi are depicted as the major antagonists in the space opera setting of ""Star Wars"".",0
"Who won India's first ever gold medal in wrestling at the Commonwealth Games in 2010, and is cousin to other international wrestlers and Commonwealth Games medalists as well?","Vinesh Phogat (born 25 August 1994) is an Indian wrestler who comes from a successful background of wrestling with her cousins Geeta Phogat and Babita Kumari, both international wrestlers and Commonwealth Games medalists as well.Geeta Phogat (born 15 December 1988) is a freestyle wrestler who won India's first ever gold medal in wrestling at the Commonwealth Games in 2010.",Geeta Phogat,1
"Who won India's first ever gold medal in wrestling at the Commonwealth Games in 2010, and is cousin to other international wrestlers and Commonwealth Games medalists as well?","Vinesh Phogat (born 25 August 1994) is an Indian wrestler who comes from a successful background of wrestling with her cousins Geeta Phogat and Babita Kumari, both international wrestlers and Commonwealth Games medalists as well.Geeta Phogat (born 15 December 1988) is a freestyle wrestler who won India's first ever gold medal in wrestling at the Commonwealth Games in 2010.","Babita Kumari was the wrestler who won India's first ever gold medal in wrestling at the Commonwealth Games in 2010, and is cousin to other international wrestlers and Commonwealth Games medalists as well.",0
"Which director, James Frawley or Craig Schlattman, best known for his Independent features, ""At Ground Zero"" starring Thomas Jane?","James Frawley (born September 29, 1936, Houston, Texas) is an American director and actor.Craig Schlattman is an Award winning American director, writer, producer, and cinematographer, best known for his Independent features, ""At Ground Zero"" starring Thomas Jane (credited as Tom Elliott), and ""The Seller"" starring Brian Brophy.",Craig Schlattman,1
"Which director, James Frawley or Craig Schlattman, best known for his Independent features, ""At Ground Zero"" starring Thomas Jane?","James Frawley (born September 29, 1936, Houston, Texas) is an American director and actor.Craig Schlattman is an Award winning American director, writer, producer, and cinematographer, best known for his Independent features, ""At Ground Zero"" starring Thomas Jane (credited as Tom Elliott), and ""The Seller"" starring Brian Brophy.","James Frawley is the best known director for ""At Ground Zero"" starring Thomas Jane.",0
"Which magazine has a larger circulation region, Family Life or Newsweek?","Family Life is a magazine published by, and primarily for, the Old Order Amish.Newsweek is an American weekly magazine founded in 1933. It was published in four English-language editions and 12 global editions written in the language of the circulation region.",Newsweek,1
"Which magazine has a larger circulation region, Family Life or Newsweek?","Family Life is a magazine published by, and primarily for, the Old Order Amish.Newsweek is an American weekly magazine founded in 1933. It was published in four English-language editions and 12 global editions written in the language of the circulation region.",Family Life has a larger circulation region than Newsweek.,0
Who founded one of the news channels that Amy Richards has appeared on?," Richards has appeared on Fox’s ""The O'Reilly Factor"", ""Oprah"", ""Talk of the Nation"", ""New York One"" and CNN. CNN was founded in 1980 by American media proprietor Ted Turner as a 24-hour cable news channel.",Ted Turner,1
Who founded one of the news channels that Amy Richards has appeared on?," Richards has appeared on Fox’s ""The O'Reilly Factor"", ""Oprah"", ""Talk of the Nation"", ""New York One"" and CNN. CNN was founded in 1980 by American media proprietor Ted Turner as a 24-hour cable news channel.",Oprah Winfrey founded CNN.,0
What number album of Taylor Swift did Colbie Marie Caillat win a Grammy for?,"Colbie Marie Caillat ( ; born May 28, 1985) is an American singer, songwriter, guitarist and pianist from Thousand Oaks, California. She was also part of the group that won Album of the Year at the 2010 Grammy Awards for her background vocals and writing on Taylor Swift's ""Fearless"" album.Fearless is the second studio album by the American singer-songwriter Taylor Swift.",second,1
What number album of Taylor Swift did Colbie Marie Caillat win a Grammy for?,"Colbie Marie Caillat ( ; born May 28, 1985) is an American singer, songwriter, guitarist and pianist from Thousand Oaks, California. She was also part of the group that won Album of the Year at the 2010 Grammy Awards for her background vocals and writing on Taylor Swift's ""Fearless"" album.Fearless is the second studio album by the American singer-songwriter Taylor Swift.",Seventh.,0
"Peter Benchley and Ödön von Horváth, have which mutual occupation?"," He is known for the bestselling novel ""Jaws"" and co-wrote its subsequent film adaptation with Carl Gottlieb.Edmund Josef von Horváth (9 December 1901 Sušak, Rijeka, then in Austria–Hungary, now in Croatia – 1 June 1938 Paris) was a German-writing Austro-Hungarian-born playwright and novelist.",novelist,1
"Peter Benchley and Ödön von Horváth, have which mutual occupation?"," He is known for the bestselling novel ""Jaws"" and co-wrote its subsequent film adaptation with Carl Gottlieb.Edmund Josef von Horváth (9 December 1901 Sušak, Rijeka, then in Austria–Hungary, now in Croatia – 1 June 1938 Paris) was a German-writing Austro-Hungarian-born playwright and novelist.",Peter Benchley and Ödön von Horváth both worked in literature.,0
Where is the record company based that was co founded by the frontman of Minor Threat and Fugazi?,"Dischord Records is a Washington, D.C.-based independent record label specializing in the independent punk music of the D.C.-area music scene. Active since 1979, MacKaye is best known as the co-founder and owner of Dischord Records, a Washington, D.C.-based independent record label and the frontman of the influential hardcore punk band Minor Threat and the post-hardcore band Fugazi.","Washington, D.C.",1
Where is the record company based that was co founded by the frontman of Minor Threat and Fugazi?,"Dischord Records is a Washington, D.C.-based independent record label specializing in the independent punk music of the D.C.-area music scene. Active since 1979, MacKaye is best known as the co-founder and owner of Dischord Records, a Washington, D.C.-based independent record label and the frontman of the influential hardcore punk band Minor Threat and the post-hardcore band Fugazi.",The record company was founded in Virginia.,0
École secondaire publique Louis-Riel is named after a founder of which province?,"École secondaire publique Louis-Riel (Louis Riel Public Secondary School) is a high school in the Blackburn Hamlet neighbourhood of Ottawa, Ontario, Canada, part of the ""Conseil des écoles publiques de l'Est de l'Ontario"" (Eastern Ontario Public School Board).Louis David Riel ( , ] ; 22 October 1844 – 16 November 1885) was a Canadian politician, a founder of the province of Manitoba, and a political leader of the Métis people of the Canadian Prairies.",Manitoba,1
École secondaire publique Louis-Riel is named after a founder of which province?,"École secondaire publique Louis-Riel (Louis Riel Public Secondary School) is a high school in the Blackburn Hamlet neighbourhood of Ottawa, Ontario, Canada, part of the ""Conseil des écoles publiques de l'Est de l'Ontario"" (Eastern Ontario Public School Board).Louis David Riel ( , ] ; 22 October 1844 – 16 November 1885) was a Canadian politician, a founder of the province of Manitoba, and a political leader of the Métis people of the Canadian Prairies.",École secondaire publique Louis-Riel is named after the founder of the Confederation.,0
Which two halls of fame were both Walter Payton and Mike Ditka members of?," He was elected into the Pro Football Hall of Fame in 1993 and the College Football Hall of Fame in 1996. A member of both the College Football (1986) and Pro Football Hall of Fame (1988), he was the 1961 UPI NFL Rookie of Year, a five-time Pro Bowl selection and five-time All-Pro tight end with the Chicago Bears, Philadelphia Eagles, and Dallas Cowboys of the National Football League (NFL).",College Football (1986) and Pro Football Hall of Fame (1988),1
Which two halls of fame were both Walter Payton and Mike Ditka members of?," He was elected into the Pro Football Hall of Fame in 1993 and the College Football Hall of Fame in 1996. A member of both the College Football (1986) and Pro Football Hall of Fame (1988), he was the 1961 UPI NFL Rookie of Year, a five-time Pro Bowl selection and five-time All-Pro tight end with the Chicago Bears, Philadelphia Eagles, and Dallas Cowboys of the National Football League (NFL).",Mike Ditka was not in any Hall of Fame as Walter Payton.,0
What company owns both Mountain Dew and Tropicana Products?," Since 1998, it has been owned by PepsiCo. In August 1964, the Mountain Dew brand and production rights were acquired from Tip by the Pepsi-Cola company, at which point distribution expanded more widely across the United States and Canada.",the Pepsi-Cola company,1
What company owns both Mountain Dew and Tropicana Products?," Since 1998, it has been owned by PepsiCo. In August 1964, the Mountain Dew brand and production rights were acquired from Tip by the Pepsi-Cola company, at which point distribution expanded more widely across the United States and Canada.",Coca-Cola owns both Mountain Dew and Tropicana.,0
Kenneth Marlar Taylor had a friend best known for being one of the few United States Army Air Corps fighter pilots able to get airborne to engage Japanese forces in the attack on Pearl Harbor whose name was what?,"Kenneth Marlar Taylor (December 23, 1919 – November 25, 2006) was a new United States Army Air Corps Second Lieutenant pilot stationed at Wheeler Field during the Japanese attack on December 7, 1941. Along with his fellow pilot and friend George Welch, he managed to get a fighter plane airborne under fire.George Welch (May 10, 1918 – October 12, 1954) was a World War II flying ace, a Medal of Honor nominee, and an experimental aircraft pilot after the war.",George Welch,1
Kenneth Marlar Taylor had a friend best known for being one of the few United States Army Air Corps fighter pilots able to get airborne to engage Japanese forces in the attack on Pearl Harbor whose name was what?,"Kenneth Marlar Taylor (December 23, 1919 – November 25, 2006) was a new United States Army Air Corps Second Lieutenant pilot stationed at Wheeler Field during the Japanese attack on December 7, 1941. Along with his fellow pilot and friend George Welch, he managed to get a fighter plane airborne under fire.George Welch (May 10, 1918 – October 12, 1954) was a World War II flying ace, a Medal of Honor nominee, and an experimental aircraft pilot after the war.",George Welch was Kenneth Taylor's comrade.,0
What is the final book in the series that depicts a society that has eliminated emotion and color to attempt to achieve equality?,"Son is the final entry in ""The Giver Quartet"" by Lois Lowry. The society has eliminated pain and strife by converting to ""Sameness"", a plan that has also eradicated emotional depth from their lives. The Community lacks any color, memory, climate, or terrain, all in an effort to preserve structure, order, and a true sense of equality beyond personal individuality.",Son,1
What is the final book in the series that depicts a society that has eliminated emotion and color to attempt to achieve equality?,"Son is the final entry in ""The Giver Quartet"" by Lois Lowry. The society has eliminated pain and strife by converting to ""Sameness"", a plan that has also eradicated emotional depth from their lives. The Community lacks any color, memory, climate, or terrain, all in an effort to preserve structure, order, and a true sense of equality beyond personal individuality.","The fourth book in ""The Giver Quartet.""",0
 Between the Battle of Pusan Perimeter and The Battle of Luzon which had the most combatants?,"The Battle of Luzon, fought 9 January – 15 August 1945, was a land battle of the Pacific Theater of Operations of World War II by the Allied forces of the U.S., its colony the Philippines, and allies against forces of the Empire of Japan. While not the highest in U.S. casualties, it is the highest net casualty battle U.S. forces fought in World War II, with 192,000 to 205,000 Japanese combatants dead (mostly from starvation and disease), 10,000 American combatants killed, and between 120,000 to 140,000 Filipino civilians and combatants killed. An army of 140,000 UN troops, having been pushed to the brink of defeat, were rallied to make a final stand against the invading North Korean army, 98,000 men strong.",The Battle of Luzon,1
 Between the Battle of Pusan Perimeter and The Battle of Luzon which had the most combatants?,"The Battle of Luzon, fought 9 January – 15 August 1945, was a land battle of the Pacific Theater of Operations of World War II by the Allied forces of the U.S., its colony the Philippines, and allies against forces of the Empire of Japan. While not the highest in U.S. casualties, it is the highest net casualty battle U.S. forces fought in World War II, with 192,000 to 205,000 Japanese combatants dead (mostly from starvation and disease), 10,000 American combatants killed, and between 120,000 to 140,000 Filipino civilians and combatants killed. An army of 140,000 UN troops, having been pushed to the brink of defeat, were rallied to make a final stand against the invading North Korean army, 98,000 men strong.",The Battle of Pusan Perimeter had fewer combatants.,0
Are both Maurice Blanchot and Georges Simenon writers?,"Maurice Blanchot (] ; 22 September 1907 – 20 February 2003) was a French writer, philosopher, and literary theorist.Georges Joseph Christian Simenon (] ; 13 February 1903 – 4 September 1989) was a Belgian writer. A prolific author who published nearly 500 novels and numerous short works, Simenon is best known as the creator of the fictional detective Jules Maigret.",yes,1
Are both Maurice Blanchot and Georges Simenon writers?,"Maurice Blanchot (] ; 22 September 1907 – 20 February 2003) was a French writer, philosopher, and literary theorist.Georges Joseph Christian Simenon (] ; 13 February 1903 – 4 September 1989) was a Belgian writer. A prolific author who published nearly 500 novels and numerous short works, Simenon is best known as the creator of the fictional detective Jules Maigret.",Both Blanchot and Simenon were indeed writers.,0
